gene,region,average_expression,log2FC,pval,adj_pval,direction
PROM1,Ventral,0.1288,-0.443,5.04e-8,1.85e-6,de-enriched
DOCK3,Ventral,0.9475,-0.445,2.5e-4,0.00382,de-enriched
ENPP4,Ventral,0.1563,-0.445,3.31e-8,1.27e-6,de-enriched
MMADHC,Ventral,0.236,-0.446,6.54e-14,8.2e-12,de-enriched
SLCO1C1,Ventral,0.1132,-0.447,0.00116,0.0142,de-enriched
DCBLD2,Ventral,0.3303,-0.447,1.94e-5,4e-4,de-enriched
MAB21L2,Ventral,0.3628,-0.449,2.15e-6,5.5e-5,de-enriched
SMAD3,Ventral,0.8318,-0.45,3.41e-14,4.45e-12,de-enriched
BAG2,Ventral,0.1186,-0.45,1.83e-9,9.56e-8,de-enriched
SLC25A43,Ventral,0.0656,-0.45,0.00363,0.037,de-enriched
ELL2,Ventral,0.1581,-0.451,4.05e-4,0.00582,de-enriched
PTPN13,Ventral,0.2634,-0.452,1.61e-12,1.56e-10,de-enriched
C1H21ORF91,Ventral,0.2574,-0.453,1.37e-9,7.27e-8,de-enriched
GLIPR2,Ventral,0.0642,-0.453,3.19e-4,0.00472,de-enriched
LOC422895,Ventral,0.0904,-0.453,9.69e-7,2.72e-5,de-enriched
MIR1555,Ventral,0.0795,-0.455,5.42e-7,1.6e-5,de-enriched
LOC112531745,Ventral,0.0146,-0.456,0.00171,0.0198,de-enriched
FHL3,Ventral,0.0285,-0.457,0.00161,0.0189,de-enriched
LOC112531598,Ventral,0.1549,-0.458,1.41e-6,3.8e-5,de-enriched
SOX13,Ventral,0.4266,-0.46,1.3e-10,8.45e-9,de-enriched
C20H20orf96,Ventral,0.0662,-0.461,5.97e-5,0.00108,de-enriched
AFAP1,Ventral,0.1243,-0.461,4.45e-5,8.37e-4,de-enriched
LMO4,Ventral,0.3035,-0.461,6e-9,2.71e-7,de-enriched
RAP2A,Ventral,0.2901,-0.466,8.52e-10,4.76e-8,de-enriched
ADGRA2,Ventral,0.0679,-0.467,2.04e-8,8.21e-7,de-enriched
CYP2R1,Ventral,0.0272,-0.467,0.00147,0.0174,de-enriched
IGSF3,Ventral,0.1007,-0.468,4.57e-6,1.1e-4,de-enriched
FAM189A1,Ventral,0.4281,-0.468,4.44e-10,2.62e-8,de-enriched
AKTIP,Ventral,0.3869,-0.468,3.15e-19,1.26e-16,de-enriched
ADD3,Ventral,1.0533,-0.469,1.6e-9,8.41e-8,de-enriched
FNDC10,Ventral,0.1819,-0.47,7.32e-10,4.18e-8,de-enriched
USP25,Ventral,0.5672,-0.472,2.29e-13,2.57e-11,de-enriched
TMSB4Y,Ventral,0.3153,-0.472,1.12e-4,0.00188,de-enriched
LOC107051851,Ventral,0.1409,-0.472,1.04e-4,0.00176,de-enriched
MIB2,Ventral,0.0763,-0.473,4.99e-7,1.49e-5,de-enriched
LOC101748752,Ventral,0.123,-0.473,0.00128,0.0155,de-enriched
IL17RD,Ventral,0.0693,-0.474,6.79e-7,1.96e-5,de-enriched
SH3D19,Ventral,0.7478,-0.474,1.47e-11,1.17e-9,de-enriched
GDPD5,Ventral,0.25,-0.475,0.00195,0.0221,de-enriched
SLC25A4,Ventral,0.0488,-0.475,1.85e-4,0.00292,de-enriched
PXDC1,Ventral,0.3457,-0.477,8.17e-7,2.32e-5,de-enriched
UST,Ventral,0.4291,-0.477,8.23e-12,6.79e-10,de-enriched
FAM114A1,Ventral,0.0416,-0.477,0.00205,0.023,de-enriched
MIR1551,Ventral,0.0206,-0.478,0.00231,0.0252,de-enriched
PCOLCE2,Ventral,0.0736,-0.478,2.88e-6,7.15e-5,de-enriched
LURAP1L,Ventral,0.0783,-0.479,4.57e-4,0.00647,de-enriched
STARD13,Ventral,0.1401,-0.48,8.98e-4,0.0115,de-enriched
SPON1,Ventral,1.5653,-0.48,2.93e-18,8.67e-16,de-enriched
TBC1D4,Ventral,0.2765,-0.481,1.46e-6,3.93e-5,de-enriched
MIR1581,Ventral,0.0334,-0.482,0.00135,0.0162,de-enriched
PKIG,Ventral,0.0681,-0.482,4.84e-5,9.03e-4,de-enriched
SDC3,Ventral,0.2826,-0.482,1.25e-8,5.28e-7,de-enriched
FMN1,Ventral,0.5068,-0.482,4.57e-9,2.14e-7,de-enriched
FAM206A,Ventral,0.1254,-0.483,5.1e-13,5.39e-11,de-enriched
PLCB1,Ventral,0.2103,-0.484,3.4e-10,2.04e-8,de-enriched
POU3F1,Ventral,0.2545,-0.485,5.72e-9,2.62e-7,de-enriched
DHRS11,Ventral,0.3663,-0.49,7.59e-15,1.14e-12,de-enriched
COL25A1,Ventral,1.1805,-0.492,5.69e-13,5.94e-11,de-enriched
LATS2,Ventral,0.0261,-0.493,0.00122,0.0148,de-enriched
FILIP1L,Ventral,0.1428,-0.494,5.72e-5,0.00104,de-enriched
NECTIN3,Ventral,0.5909,-0.494,5.29e-9,2.43e-7,de-enriched
NSMF,Ventral,0.0385,-0.494,0.00165,0.0192,de-enriched
PRELP,Ventral,0.0284,-0.495,0.00454,0.0444,de-enriched
CRYM,Ventral,0.5795,-0.497,6.18e-8,2.23e-6,de-enriched
LOC107054810,Ventral,0.1171,-0.499,0.00101,0.0127,de-enriched
RHOB,Ventral,0.2967,-0.499,3.07e-5,6.02e-4,de-enriched
GSTAL1,Ventral,0.0811,-0.5,6.39e-7,1.86e-5,de-enriched
ADCY1,Ventral,0.2583,-0.501,2.61e-6,6.58e-5,de-enriched
FSD1L,Ventral,0.2222,-0.502,2.3e-4,0.00355,de-enriched
TMEM117,Ventral,0.0249,-0.503,0.00141,0.0168,de-enriched
LOC101749388,Ventral,0.5943,-0.503,5.04e-4,0.00704,de-enriched
SLC37A1,Ventral,0.0537,-0.503,5.72e-5,0.00104,de-enriched
PRR5L,Ventral,0.0277,-0.503,4.94e-4,0.00693,de-enriched
HEG1,Ventral,0.0469,-0.503,0.00195,0.0221,de-enriched
SPTBB4L,Ventral,0.0511,-0.504,3.45e-4,0.00505,de-enriched
HSPA2,Ventral,0.1061,-0.504,3.9e-7,1.19e-5,de-enriched
LOC107052865,Ventral,0.0167,-0.508,0.00413,0.041,de-enriched
TTC8,Ventral,0.1045,-0.508,0.00138,0.0165,de-enriched
PTPRK,Ventral,0.3275,-0.509,3.27e-9,1.58e-7,de-enriched
OLIG2,Ventral,0.63,-0.51,2.01e-6,5.21e-5,de-enriched
TOX,Ventral,1.3672,-0.513,4.78e-15,7.41e-13,de-enriched
LONRF3,Ventral,0.1821,-0.516,9.67e-10,5.35e-8,de-enriched
LOC107054036,Ventral,0.0172,-0.516,0.00353,0.0362,de-enriched
RASGEF1A,Ventral,0.4556,-0.518,2.02e-5,4.15e-4,de-enriched
LOC107054575,Ventral,0.0582,-0.519,6.43e-5,0.00115,de-enriched
SULF2,Ventral,0.2267,-0.519,6.82e-9,3.05e-7,de-enriched
GSTA2,Ventral,0.2343,-0.519,1.87e-6,4.9e-5,de-enriched
TMEM86A,Ventral,0.078,-0.519,1.51e-5,3.24e-4,de-enriched
PUDP,Ventral,0.3544,-0.52,2.32e-12,2.17e-10,de-enriched
LOC112532876,Ventral,0.0511,-0.521,1.81e-6,4.76e-5,de-enriched
ST13,Ventral,1.0452,-0.521,5.67e-11,3.98e-9,de-enriched
ATP2B2,Ventral,0.1379,-0.521,1.08e-10,7.21e-9,de-enriched
AHR,Ventral,0.1656,-0.521,2.07e-8,8.31e-7,de-enriched
DIP2B,Ventral,0.4035,-0.521,8.11e-10,4.56e-8,de-enriched
ADRA2C,Ventral,0.011,-0.522,0.00333,0.0344,de-enriched
ISM2,Ventral,0.0196,-0.523,1e-4,0.00169,de-enriched
MIR1724,Ventral,0.0538,-0.524,1.04e-5,2.32e-4,de-enriched
ANO3,Ventral,0.2466,-0.524,4.31e-5,8.14e-4,de-enriched
HOMER2,Ventral,0.0941,-0.525,4.17e-9,1.97e-7,de-enriched
SYTL4,Ventral,0.0162,-0.525,0.0023,0.0252,de-enriched
RAB18,Ventral,0.6504,-0.526,1.08e-20,6.26e-18,de-enriched
PM20D2,Ventral,0.0969,-0.526,2.62e-11,1.96e-9,de-enriched
LOC101748673,Ventral,0.0771,-0.527,8.38e-5,0.00145,de-enriched
GLT1D1,Ventral,0.0363,-0.528,0.00465,0.0452,de-enriched
RD3,Ventral,0.0422,-0.528,0.00451,0.0441,de-enriched
SNX9,Ventral,0.1965,-0.528,1.03e-11,8.36e-10,de-enriched
SDPR,Ventral,0.0481,-0.528,0.00457,0.0447,de-enriched
FOS,Ventral,0.2529,-0.53,1.67e-5,3.53e-4,de-enriched
RHOQ,Ventral,0.2518,-0.531,1.7e-4,0.00272,de-enriched
EEPD1,Ventral,0.0218,-0.532,5.15e-4,0.00718,de-enriched
EPB41L2,Ventral,1.2346,-0.533,1.2e-18,3.94e-16,de-enriched
FERMT1,Ventral,0.0603,-0.535,1.78e-5,3.72e-4,de-enriched
GK,Ventral,0.1069,-0.537,3.26e-7,1.02e-5,de-enriched
SALL1,Ventral,0.205,-0.537,2.43e-5,4.92e-4,de-enriched
RSPH9,Ventral,0.0457,-0.538,4.27e-4,0.0061,de-enriched
TBC1D1,Ventral,0.1703,-0.538,4.86e-7,1.45e-5,de-enriched
LYPLAL1,Ventral,0.0831,-0.539,1.25e-5,2.73e-4,de-enriched
PIK3CB,Ventral,0.227,-0.541,8.19e-12,6.79e-10,de-enriched
LPAR1,Ventral,0.0251,-0.542,0.00279,0.0297,de-enriched
CDH4,Ventral,0.243,-0.543,2.56e-4,0.00391,de-enriched
LOC107053888,Ventral,0.0478,-0.543,5.98e-6,1.41e-4,de-enriched
CACNB4,Ventral,0.0418,-0.544,2.81e-4,0.00423,de-enriched
FSIP1,Ventral,0.0649,-0.545,1.11e-5,2.46e-4,de-enriched
LOC112533358,Ventral,0.6021,-0.546,1.26e-19,5.74e-17,de-enriched
LOC107052640,Ventral,0.0254,-0.546,1.71e-4,0.00272,de-enriched
SH3BGRL2,Ventral,0.0838,-0.546,2.17e-5,4.41e-4,de-enriched
LOC107055168,Ventral,0.0141,-0.547,8.28e-4,0.0108,de-enriched
CEP126,Ventral,0.1125,-0.549,2.66e-9,1.32e-7,de-enriched
MAP3K5,Ventral,0.0854,-0.549,5.06e-5,9.38e-4,de-enriched
TSPAN4,Ventral,0.1408,-0.55,4.3e-5,8.14e-4,de-enriched
BAIAP2,Ventral,0.0519,-0.552,3.05e-5,5.99e-4,de-enriched
BMP7,Ventral,0.2599,-0.552,3.25e-8,1.25e-6,de-enriched
GPRC5B,Ventral,0.0579,-0.553,0.00248,0.0268,de-enriched
METTL25,Ventral,0.1477,-0.554,1.36e-8,5.73e-7,de-enriched
LOC107056898,Ventral,0.0154,-0.554,0.00131,0.0158,de-enriched
NGFR,Ventral,0.0672,-0.554,0.00374,0.0379,de-enriched
CAMK4L,Ventral,0.0106,-0.556,0.00441,0.0433,de-enriched
RNF180,Ventral,0.303,-0.558,9.68e-7,2.72e-5,de-enriched
ST3GAL6,Ventral,0.0704,-0.56,3.02e-5,5.95e-4,de-enriched
TMEM158,Ventral,0.0756,-0.56,0.00138,0.0165,de-enriched
PENK,Ventral,0.0858,-0.564,5.91e-5,0.00107,de-enriched
MIR1800,Ventral,0.0224,-0.564,1.11e-4,0.0018600000000000001,de-enriched
LHFP,Ventral,1.5633,-0.565,5.74e-18,1.58e-15,de-enriched
CCDC50,Ventral,0.2592,-0.568,2.57e-11,1.93e-9,de-enriched
PHLDB1,Ventral,0.1357,-0.572,7.36e-8,2.63e-6,de-enriched
GRHL1,Ventral,0.011,-0.572,0.00393,0.0394,de-enriched
BSN,Ventral,0.0198,-0.573,0.00413,0.041,de-enriched
ERICH3,Ventral,0.0636,-0.573,5.89e-5,0.00107,de-enriched
CAMK4,Ventral,0.0742,-0.574,1.48e-4,0.00239,de-enriched
MFSD2A,Ventral,0.4017,-0.576,2.51e-19,1.04e-16,de-enriched
SNRKL,Ventral,0.0149,-0.577,0.00171,0.0198,de-enriched
KCNC2,Ventral,0.3499,-0.582,4.73e-12,4.16e-10,de-enriched
LOC418114,Ventral,0.0316,-0.582,0.00139,0.0166,de-enriched
LOC107053996,Ventral,0.0824,-0.582,9.95e-4,0.0125,de-enriched
HCN1,Ventral,0.0492,-0.582,0.00111,0.0137,de-enriched
VWC2,Ventral,0.1528,-0.587,2.01e-9,1.04e-7,de-enriched
CFAP57,Ventral,0.0323,-0.587,5.84e-4,0.00802,de-enriched
NEDD9,Ventral,0.036,-0.588,3.48e-4,0.00508,de-enriched
KCNIP1,Ventral,0.1458,-0.589,7.5e-5,0.00131,de-enriched
MCOLN3,Ventral,0.0143,-0.593,0.00434,0.0426,de-enriched
RBFOX1,Ventral,0.2534,-0.594,2.04e-6,5.28e-5,de-enriched
LDHA,Ventral,2.2724,-0.6,3.56e-6,8.75e-5,de-enriched
EXOC3L,Ventral,0.1231,-0.6,9.57e-4,0.0122,de-enriched
ZNRF2,Ventral,0.1987,-0.601,4.32e-9,2.03e-7,de-enriched
INF2,Ventral,0.0311,-0.602,0.00208,0.0232,de-enriched
GPR146,Ventral,0.0341,-0.603,9.27e-4,0.0118,de-enriched
GSTAL2,Ventral,0.1884,-0.603,1.83e-6,4.79e-5,de-enriched
LOC107052316,Ventral,0.0234,-0.603,0.00378,0.0381,de-enriched
IGBP1L,Ventral,0.0179,-0.605,0.00321,0.0334,de-enriched
SAMD11,Ventral,0.2246,-0.609,3.65e-6,8.93e-5,de-enriched
GALNT13,Ventral,0.0254,-0.61,4.98e-4,0.00698,de-enriched
LOC107054905,Ventral,0.009,-0.615,0.00518,0.0491,de-enriched
LOC107052582,Ventral,0.0228,-0.615,5.22e-5,9.64e-4,de-enriched
LRRIQ1,Ventral,0.0392,-0.616,0.00469,0.0454,de-enriched
MIR7442,Ventral,0.0206,-0.616,5.62e-5,0.00103,de-enriched
TNFSF10,Ventral,0.376,-0.617,2.34e-10,1.46e-8,de-enriched
HHIP,Ventral,0.1176,-0.618,2.95e-5,5.84e-4,de-enriched
LOC107054784,Ventral,0.0157,-0.619,2.45e-4,0.00376,de-enriched
FBXW4,Ventral,0.1769,-0.623,1.45e-9,7.67e-8,de-enriched
ARFGEF3,Ventral,0.0568,-0.625,1.9e-6,4.97e-5,de-enriched
VDR,Ventral,0.0307,-0.625,1.13e-4,0.00189,de-enriched
PIBPPDD4L,Ventral,0.0981,-0.628,1.21e-6,3.29e-5,de-enriched
RSPH1,Ventral,0.0405,-0.631,0.00316,0.033,de-enriched
GNG12,Ventral,0.0612,-0.631,4.19e-6,1.01e-4,de-enriched
PDGFC,Ventral,0.0152,-0.633,7.88e-4,0.0103,de-enriched
HSPB9,Ventral,0.1148,-0.637,1.13e-7,3.85e-6,de-enriched
MIR1462,Ventral,0.0678,-0.637,3.68e-9,1.75e-7,de-enriched
ARL4A,Ventral,0.2135,-0.639,2.56e-10,1.58e-8,de-enriched
KCNIP4,Ventral,0.5473,-0.64,3.62e-8,1.37e-6,de-enriched
SHANK3,Ventral,0.1599,-0.642,9.07e-7,2.56e-5,de-enriched
AMN1,Ventral,0.044,-0.643,5.1e-5,9.44e-4,de-enriched
MPPED2,Ventral,0.4411,-0.643,1.74e-13,2.01e-11,de-enriched
SLC44A3,Ventral,0.0369,-0.645,0.00174,0.0202,de-enriched
SOX6,Ventral,0.0363,-0.646,4.66e-4,0.00658,de-enriched
FKBP9,Ventral,0.5796,-0.647,2.18e-13,2.47e-11,de-enriched
ATP11A,Ventral,0.28,-0.648,1.15e-7,3.92e-6,de-enriched
NR5A2,Ventral,0.0217,-0.648,2.81e-4,0.00423,de-enriched
PCBP3,Ventral,0.3813,-0.652,2.08e-17,5.04e-15,de-enriched
LRRC1,Ventral,0.3701,-0.653,2.29e-11,1.75e-9,de-enriched
LOC112532349,Ventral,0.0087,-0.653,0.00351,0.036,de-enriched
PLD5,Ventral,0.0265,-0.654,0.00467,0.0453,de-enriched
ACTL6B,Ventral,0.0266,-0.656,0.00407,0.0406,de-enriched
TMEM200A,Ventral,0.1099,-0.657,1.73e-8,7.05e-7,de-enriched
MARCH1,Ventral,0.241,-0.657,0.00159,0.0186,de-enriched
ANKS1B,Ventral,0.3216,-0.659,2.71e-9,1.34e-7,de-enriched
ZNF804A,Ventral,0.1104,-0.66,0.00373,0.0378,de-enriched
GRID2,Ventral,0.8685,-0.661,7.01e-14,8.66e-12,de-enriched
LOC107053038,Ventral,0.009,-0.666,0.00179,0.0207,de-enriched
LOC107055358,Ventral,0.0509,-0.667,7.64e-5,0.00133,de-enriched
DACH2,Ventral,0.8616,-0.672,1.77e-16,3.49e-14,de-enriched
VEPH1,Ventral,0.424,-0.672,1.43e-13,1.67e-11,de-enriched
RAX,Ventral,1.3948,-0.673,4.2e-17,9.48e-15,de-enriched
LOC112533325,Ventral,0.0122,-0.675,0.00119,0.0145,de-enriched
FHOD3,Ventral,0.2632,-0.675,1.18e-8,5.02e-7,de-enriched
HTR1B,Ventral,0.0102,-0.675,0.00402,0.0402,de-enriched
LOC107052788,Ventral,0.0406,-0.677,1e-5,2.26e-4,de-enriched
MIR1797,Ventral,0.0504,-0.678,1.24e-9,6.7e-8,de-enriched
BVES,Ventral,0.0561,-0.679,3.82e-5,7.35e-4,de-enriched
SLC4A4,Ventral,0.8087,-0.68,1.07e-13,1.3e-11,de-enriched
FGFR4,Ventral,0.0639,-0.682,2.19e-8,8.74e-7,de-enriched
LOC101750820,Ventral,0.2029,-0.682,0.00115,0.0141,de-enriched
SOHO-1,Ventral,0.4396,-0.686,1.15e-13,1.39e-11,de-enriched
FOSL2,Ventral,0.033,-0.687,0.00175,0.0202,de-enriched
DNER,Ventral,0.1422,-0.687,9.26e-8,3.23e-6,de-enriched
SLC29A3,Ventral,0.036,-0.691,4.25e-5,8.09e-4,de-enriched
C1H11ORF70,Ventral,0.0503,-0.696,8.21e-5,0.00142,de-enriched
NPY5R,Ventral,0.0359,-0.696,0.00204,0.0229,de-enriched
NPTX2,Ventral,0.0252,-0.699,1.43e-4,0.00234,de-enriched
MTNR1B,Ventral,0.0184,-0.7,6.24e-5,0.00112,de-enriched
ADAMTS3,Ventral,0.2775,-0.701,1.82e-6,4.78e-5,de-enriched
FAM194A,Ventral,0.0166,-0.701,4.57e-4,0.00647,de-enriched
LOC112533214,Ventral,0.011,-0.702,0.00482,0.0463,de-enriched
SLITRK2,Ventral,0.1406,-0.702,8.71e-12,7.17e-10,de-enriched
LOC101751159,Ventral,0.0356,-0.702,0.00338,0.0347,de-enriched
FAM110A,Ventral,0.0696,-0.703,9.96e-8,3.44e-6,de-enriched
AGRN,Ventral,0.2315,-0.703,3.51e-11,2.57e-9,de-enriched
DOCK8,Ventral,0.0083,-0.703,0.00414,0.0411,de-enriched
PCDH20,Ventral,0.0297,-0.706,2.32e-7,7.53e-6,de-enriched
B3GAT2,Ventral,0.0518,-0.707,0.00469,0.0454,de-enriched
ANKRD33B,Ventral,0.0933,-0.709,2.48e-5,4.99e-4,de-enriched
RGS7BP,Ventral,0.2418,-0.709,6.86e-12,5.83e-10,de-enriched
RLBP1,Ventral,0.0676,-0.711,3.16e-4,0.00469,de-enriched
EHD4,Ventral,0.0906,-0.712,2.43e-9,1.21e-7,de-enriched
LOC112532083,Ventral,0.0229,-0.714,6.87e-4,0.00917,de-enriched
FGFBP3,Ventral,2.1378,-0.716,9.7e-10,5.35e-8,de-enriched
TIGAR,Ventral,0.1074,-0.719,3.43e-15,5.6e-13,de-enriched
STS,Ventral,0.0975,-0.72,9.83e-7,2.75e-5,de-enriched
FBXO32,Ventral,0.0278,-0.72,7.22e-5,0.00127,de-enriched
GABRA2,Ventral,0.0101,-0.72,8.82e-4,0.0114,de-enriched
DNAH7,Ventral,0.013,-0.723,9.82e-5,0.00166,de-enriched
RSPO2,Ventral,0.4071,-0.729,4.88e-9,2.27e-7,de-enriched
ABCG1,Ventral,0.1996,-0.731,1.03e-5,2.31e-4,de-enriched
GRIK1,Ventral,0.3153,-0.732,1.55e-6,4.14e-5,de-enriched
LOC107053770,Ventral,0.0505,-0.732,2.19e-4,0.00341,de-enriched
CITED2,Ventral,0.021,-0.734,6.3e-4,0.00855,de-enriched
EDNRA,Ventral,0.072,-0.734,1.2e-8,5.06e-7,de-enriched
CARHSP1,Ventral,0.2995,-0.735,7.27e-5,0.00128,de-enriched
SLC51AL,Ventral,0.0132,-0.736,4.57e-4,0.00648,de-enriched
PCDH17,Ventral,0.214,-0.737,1.64e-5,3.49e-4,de-enriched
LOC112531738,Ventral,0.006,-0.738,0.00489,0.0469,de-enriched
DDTNFR23,Ventral,0.0192,-0.74,3.09e-6,7.64e-5,de-enriched
CCDC181,Ventral,0.0257,-0.742,6.41e-6,1.5e-4,de-enriched
COL5A2,Ventral,0.2602,-0.744,1.51e-12,1.47e-10,de-enriched
LOC107052923,Ventral,0.0247,-0.748,1.2e-7,4.1e-6,de-enriched
LOC107054123,Ventral,0.0161,-0.752,8.11e-6,1.86e-4,de-enriched
LOC107052157,Ventral,0.0135,-0.753,0.00494,0.0472,de-enriched
ATOH8,Ventral,0.0417,-0.754,7.38e-5,0.0013,de-enriched
BICD1,Ventral,0.2707,-0.755,1.28e-13,1.53e-11,de-enriched
NR4A3,Ventral,0.0102,-0.759,2.84e-4,0.00427,de-enriched
ITGA9,Ventral,0.0173,-0.76,8.53e-6,1.95e-4,de-enriched
LOC112531520,Ventral,0.1325,-0.762,7.52e-10,4.28e-8,de-enriched
CDCP1,Ventral,0.0337,-0.768,1.46e-4,0.00238,de-enriched
MYB,Ventral,0.7,-0.768,1.64e-18,5.34e-16,de-enriched
CYP39A1,Ventral,0.0423,-0.769,2.78e-10,1.7e-8,de-enriched
KIAA1324L,Ventral,0.0165,-0.77,0.00207,0.0231,de-enriched
LOC112532281,Ventral,0.046,-0.771,9.97e-7,2.78e-5,de-enriched
VSX1,Ventral,1.1968,-0.773,3.63e-13,3.92e-11,de-enriched
MYO1H,Ventral,0.0557,-0.781,6.49e-7,1.88e-5,de-enriched
SCUBE1,Ventral,0.0397,-0.784,2.75e-5,5.48e-4,de-enriched
SPRY1,Ventral,0.1759,-0.785,3.89e-9,1.84e-7,de-enriched
LRRC3B,Ventral,0.0201,-0.788,6.31e-5,0.00113,de-enriched
RNF150,Ventral,0.3592,-0.789,1.95e-14,2.7e-12,de-enriched
SPO11,Ventral,0.0106,-0.79,8.11e-4,0.0106,de-enriched
NPM3,Ventral,0.1502,-0.795,3.77e-8,1.43e-6,de-enriched
ST3GAL1,Ventral,1.081,-0.796,1.74e-19,7.5e-17,de-enriched
LOC101748035,Ventral,0.1107,-0.796,5.77e-4,0.00794,de-enriched
ODF2L,Ventral,0.059,-0.798,4.22e-10,2.49e-8,de-enriched
CTSO,Ventral,0.1151,-0.799,2.13e-12,2.02e-10,de-enriched
FAM160A1,Ventral,0.2922,-0.799,2.31e-17,5.54e-15,de-enriched
TPRG1L,Ventral,0.3153,-0.8,3.42e-13,3.75e-11,de-enriched
FGF14,Ventral,0.274,-0.801,1.08e-12,1.06e-10,de-enriched
LOC101750272,Ventral,0.1723,-0.801,4.31e-15,6.82e-13,de-enriched
KLF2,Ventral,0.0115,-0.801,0.0028,0.0298,de-enriched
TRHDE,Ventral,0.2756,-0.804,1.98e-6,5.15e-5,de-enriched
OSBPL3,Ventral,0.0405,-0.804,1.72e-5,3.62e-4,de-enriched
ROBO1,Ventral,0.2611,-0.808,3.96e-6,9.62e-5,de-enriched
ANKFN1,Ventral,0.1404,-0.808,1.9e-9,9.84e-8,de-enriched
FAM46A,Ventral,0.0448,-0.808,1.03e-8,4.46e-7,de-enriched
MSRB3,Ventral,0.1829,-0.809,3.53e-11,2.57e-9,de-enriched
STRIP2,Ventral,0.0103,-0.812,7.51e-4,0.00993,de-enriched
CTTNBP2,Ventral,0.1576,-0.813,1.88e-9,9.73e-8,de-enriched
LOC112531739,Ventral,0.006,-0.815,0.00482,0.0463,de-enriched
PCDH11X,Ventral,0.0865,-0.818,2.22e-8,8.85e-7,de-enriched
RPRML,Ventral,0.0171,-0.818,3.4e-4,0.00499,de-enriched
RGS7,Ventral,0.0166,-0.819,0.00106,0.0131,de-enriched
LOC107053320,Ventral,0.089,-0.824,3.88e-8,1.46e-6,de-enriched
BAIAP2L1,Ventral,0.3593,-0.827,1.7e-11,1.33e-9,de-enriched
PAPPA,Ventral,0.0796,-0.834,1.44e-5,3.11e-4,de-enriched
VWA3B,Ventral,0.0515,-0.836,1.8e-6,4.75e-5,de-enriched
GDPD4,Ventral,0.1834,-0.836,2.7e-14,3.62e-12,de-enriched
CD93,Ventral,0.0119,-0.836,0.00102,0.0128,de-enriched
MYOF,Ventral,0.0563,-0.838,9.95e-8,3.44e-6,de-enriched
THBS2,Ventral,0.1299,-0.839,1.82e-7,6.02e-6,de-enriched
MCTP1,Ventral,0.062,-0.839,6.08e-5,0.0011,de-enriched
ZNF385D,Ventral,1.1565,-0.847,6.65e-15,1.01e-12,de-enriched
FAM65B,Ventral,0.0202,-0.847,7.63e-4,0.0101,de-enriched
CYYR1,Ventral,0.0626,-0.861,2.89e-8,1.12e-6,de-enriched
CACNA2D3,Ventral,0.0632,-0.865,1.52e-4,0.00246,de-enriched
PROX1,Ventral,0.8039,-0.866,3.04e-12,2.75e-10,de-enriched
IMPG1,Ventral,0.0286,-0.866,0.00262,0.0282,de-enriched
ST18,Ventral,0.0592,-0.874,8.58e-4,0.0111,de-enriched
CELF4,Ventral,0.5468,-0.875,2.87e-8,1.12e-6,de-enriched
LOC112532213,Ventral,0.0266,-0.879,2.08e-6,5.36e-5,de-enriched
PRKCE,Ventral,0.4146,-0.881,1.92e-18,6.06e-16,de-enriched
LOC101749448,Ventral,0.0283,-0.886,1.22e-7,4.13e-6,de-enriched
RHOU,Ventral,0.0967,-0.886,6e-10,3.5e-8,de-enriched
ARSB,Ventral,0.02,-0.892,1.91e-5,3.97e-4,de-enriched
LOC768995,Ventral,0.0054,-0.898,0.00474,0.0457,de-enriched
ASNSD1,Ventral,0.2737,-0.898,5.85e-17,1.26e-14,de-enriched
UNC5C,Ventral,0.026,-0.899,7.62e-4,0.0101,de-enriched
LAMP5,Ventral,0.0062,-0.9,5.94e-4,0.00814,de-enriched
KIAA1644,Ventral,0.0367,-0.902,4.29e-5,8.13e-4,de-enriched
SLC6A1,Ventral,0.0178,-0.904,2.68e-5,5.35e-4,de-enriched
PLCD1,Ventral,0.0357,-0.904,2.8e-7,8.89e-6,de-enriched
FSTL5,Ventral,0.2615,-0.905,7.04e-4,0.00937,de-enriched
TEX2L,Ventral,0.0069,-0.912,0.0025,0.0271,de-enriched
PPARGC1A,Ventral,0.2301,-0.914,1.14e-8,4.9e-7,de-enriched
SCUBE3,Ventral,0.0561,-0.915,1.4e-6,3.78e-5,de-enriched
LOC107053212,Ventral,0.044,-0.915,3.83e-5,7.36e-4,de-enriched
PTCHD3,Ventral,0.0052,-0.918,0.00157,0.0185,de-enriched
CAPS2,Ventral,0.0413,-0.922,3.68e-7,1.14e-5,de-enriched
ASPA,Ventral,0.0204,-0.929,1.02e-5,2.3e-4,de-enriched
PRDM5,Ventral,0.0291,-0.929,1.05e-6,2.9e-5,de-enriched
CDH12,Ventral,1.0012,-0.933,3.04e-15,5e-13,de-enriched
ME1,Ventral,0.2371,-0.936,8.01e-12,6.66e-10,de-enriched
BHMT,Ventral,0.0182,-0.936,0.00195,0.0222,de-enriched
SLC16A7,Ventral,0.0503,-0.937,1.01e-8,4.38e-7,de-enriched
LOC107052005,Ventral,0.0138,-0.938,6e-5,0.00108,de-enriched
GRIN2A,Ventral,0.0787,-0.941,4.27e-5,8.1e-4,de-enriched
TMEM59L,Ventral,0.0531,-0.944,3.98e-7,1.21e-5,de-enriched
KCNG2,Ventral,0.0206,-0.946,1.35e-6,3.66e-5,de-enriched
